marque_voiture;id_voiture;modele_voiture;constructor_code;year_start;year_end;car_type ;car_code;AVTS;PONT;firstrow;secondrow;carboot
AUDI;207;AUDI A8 QUATTRO;D3;01/11/2002;01/12/2007;Berline;AUD205;Oui;Oui;Oui;Non;Oui
AUDI;208;AUDI A8 PHASE 2 QUATTRO;D3;01/12/2007;01/07/2010;Berline;AUD205;Oui;Oui;Oui;Non;Oui
AUDI;209;AUDI A8;D4;01/11/2009;01/04/2014;Berline;AUD210;Oui;Non;Oui;Non;Oui
AUDI;210;AUDI A8 phase 2;D4;01/09/2013;à ce jour;Berline;AUD210;Oui;Non;Oui;Non;Oui
AUDI;211;AUDI A8  -2018 ;D5;01/06/2017;à ce jour;Berline;AUD211;Oui;Non;Oui;Non;Oui
AUDI;212;AUDI coupé;  B2  type81-85;01/10/1980;01/07/1988;Coupé;AUD215;Oui;Non;Oui;Non;Non
AUDI;213;AUDI coupé QUATTRO;  B2  type81-85;01/12/1984;01/12/1987;Coupé;AUD215;Oui;Non;Oui;Non;Non
AUDI;214;AUDI coupé; B3-B4 type 8B;01/11/1988;01/01/1996;Coupé;AUD220;Oui;Non;Oui;Non;Non
AUDI;215;AUDI coupé QUATTRO; B3-B4 type 8B;01/11/1988;01/05/1995;Coupé;AUD220;Oui;Non;Oui;Non;Non
AUDI;216;AUDI SQ2;;01/02/2019;à ce jour;4X4;AUD223;Oui;Oui;Oui;Non;Oui
AUDI;217;AUDI Q2;;01/06/2016;à ce jour;4X4;AUD224;Oui;Oui;Oui;Non;Oui
AUDI;218;AUDI Q2 phase 2;;01/09/2020;à ce jour;4X4;AUD223;Oui;Oui;Oui;Non;Oui
AUDI;219;AUDI Q2 quattro;;01/07/2016;à ce jour;4X4;AUD224;Oui;Oui;Oui;Non;Oui
AUDI;220;AUDI Q3;8U;01/06/2011;11/10/2014;4X4;AUD225;Oui;Oui;Oui;Non;Oui
AUDI;221;AUDI Q3 PHASE 2;8U;11/11/2014;11/06/2018;4X4;AUD225;Oui;Oui;Oui;Non;Oui
AUDI;222;AUDI Q3 QUATTRO;8U;01/06/2011;11/10/2014;4X4;AUD225;Oui;Oui;Oui;Non;Oui
AUDI;223;AUDI Q3 PHASE 2 QUATTRO;8U;11/11/2014;11/06/2018;4X4;AUD225;Oui;Oui;Oui;Non;Oui
AUDI;224;AUDI Q3  2éme génération;F3;11/07/2018;à ce jour;4X4;AUD226;Oui;Non;Oui;Non;Oui
AUDI;225;AUDI Q3  2éme génération  PHASE2;F3 restyle;11/07/2018;à ce jour;4X4;AUD227;Oui;Oui;Oui;Non;Oui
AUDI;226;AUDI Q3  2éme génération ;F3;11/06/2019;à ce jour;4X4 sportback;AUD226;Oui;Non;Oui;Non;Oui
AUDI;227;AUDI Q5 (coffre avec rail);8RB;01/11/2008;01/09/2012;4X4;AUD230;Oui;Oui;Oui;Non;Oui
AUDI;228;AUDI Q5 (coffre sans rail);8RB;01/11/2008;01/09/2012;4X4;AUD231;Oui;Oui;Oui;Non;Oui
AUDI;229;AUDI Q5 (coffre sans rail) PHASE 2;8RB;01/06/2012;01/04/2016;4X4;AUD231;Oui;Oui;Oui;Non;Oui
AUDI;230;AUDI Q5 (coffre sans rail) 2éme génération;;01/05/2016;01/11/2020;4X4;AUD232;Oui;Non;Oui;Non;Oui
AUDI;231;AUDI SQ5 (coffre sans rail);;01/12/2012;à ce jour;4X4;AUD233;Oui;Non;Oui;Non;Oui
AUDI;232;AUDI SQ5 (coffre sans rail) 2éme génération ;;01/11/2016;à ce jour;4X4;AUD233;Oui;Non;Oui;Non;Oui
AUDI;233;AUDI Q7 - 5 Places;;01/01/2006;01/06/2009;4X4;AUD235;Oui;Oui;Oui;Non;Oui
AUDI;234;AUDI Q7 - 5 Places pahse2;;01/06/2009;01/08/2015;4X4;AUD235;Oui;Oui;Oui;Non;Oui
AUDI;235;AUDI Q7 II- 5 Places;;01/01/2015;01/06/2019;4X4;AUD236;Oui;Non;Oui;Non;Oui
AUDI;236;AUDI Q7 - 7 Places;;01/01/2006;01/06/2009;4X4;AUD240;Oui;Oui;Oui;Oui;Oui
AUDI;237;AUDI Q7 - 7 Places phase 2;;01/06/2009;01/08/2015;4X4;AUD240;Oui;Oui;Oui;Oui;Oui
AUDI;238;AUDI Q7 II- 7 Places;;01/01/2015;01/06/2019;4X4;AUD241;Oui;Non;Oui;Non;Non
AUDI;239;AUDI Q7 II- phase 2-  5et7 Places  SANS RAIL;01-15 restylé;01/07/2019;à ce jour;4X4;AUD242;Oui;Oui;Oui;Oui;Oui
AUDI;240;AUDI Q7 II- phase 2-  5et7 Places  AVEC RAIL EN OPTION;01-15 restylé;01/07/2019;à ce jour;4X4;AUD243;Oui;Oui;Oui;Oui;Oui
AUDI;241;AUDI R8;;01/04/2007;01/07/2015;Coupé;AUD245;Oui;Non;Non;Non;Oui
AUDI;242;AUDI TT;8N;01/10/1998;01/06/2006;Coupé;AUD250;Oui;Oui;Oui;Non;Oui
AUDI;243;AUDI TT QUATTRO;8N;01/10/1998;01/06/2006;Coupé;AUD250;Oui;Oui;Oui;Non;Oui
AUDI;244;AUDI TT;8J;01/08/2006;01/06/2014;Coupé;AUD255;Oui;Non;Oui;Non;Oui
AUDI;245;AUDI TT;8J;01/03/2007;01/06/2014;ROADSTER;AUD255;Oui;Non;Oui;Non;Oui
AUDI;246;AUDI TT RS;8J;01/07/2009;01/06/2014;Coupé;AUD255;Oui;Non;Oui;Non;Oui
AUDI;247;AUDI TT;8S;01/07/2014;à ce jour;Coupé;AUD256;Oui;Non;Oui;Non;Oui
AUDI;248;AUDI TT;8S;01/07/2014;à ce jour;ROADSTER;AUD256;Oui;Non;Oui;Non;Oui
AUDI;249;AUDI TT RS ;8S;01/05/2016;à ce jour;Coupé;AUD256;Oui;Non;Oui;Non;Oui
AUDI;250;AUDI Q8 (coffre sans rail);;01/02/2018;à ce jour;4X4;AUD260;Oui;Oui;Oui;Non;Oui
AUDI;251;AUDI Q8 (coffre avec rail);;01/02/2018;à ce jour;4X4;AUD261;Oui;Oui;Oui;Non;Oui
AUDI;252;AUDI  E-TRON  SPORTBACK;;01/09/2019;à ce jour;4X4 sportback;AUD265;Oui;Oui;Oui;Non;Oui
AUDI;253;AUDI  E-TRON  QUATTRO;;01/09/2018;à ce jour;4X4 quattro;AUD270;Oui;Oui;Oui;Non;Oui
AUSTIN;254;AUSTIN MINI MOKE                 arriere court 34cm;;01/01/1964;31/12/1993;4X4 léger;AUS01;Oui;Non;Oui;Non;Oui
AUSTIN;255;AUSTIN MINI MOKE                 arriere long 77cm;;01/01/1964;31/12/1993;4X4 léger;AUS02;Oui;Non;Oui;Non;Oui
AUSTIN;256;AUSTIN ALLEGRO;;01/05/1973;01/10/1983;Berline;AUS05;Oui;Non;Oui;Non;Non
AUSTIN;257;AUSTIN ALLEGRO;;01/08/1975;01/03/1982;Breack;AUS05;Oui;Non;Oui;Non;Non
AUSTIN;258;AUSTIN HEALEY 100-6;BN4 2+2 ;01/01/1956;01/12/1989;Coupé;AUS07;Oui;Non;Non;Non;Non
AUSTIN;259;AUSTIN HEALEY 100-6;BN6;01/01/1958;01/12/1989;Coupé;AUS07;Oui;Non;Non;Non;Non
AUSTIN;260;AUSTIN /MG MAESTRO;(xc);01/03/1983;01/08/1990;Berline;AUS10;Oui;Non;Oui;Non;Non
AUSTIN;261;AUSTIN MINI    (1avants+2arrieres);;01/01/1967;31/12/2000;Berline;AUS15;Oui;Non;Oui;Non;Oui
AUSTIN;262;AUSTIN MINI    (2avants+2arrieres);;01/01/1967;31/12/2000;Berline;AUS16;Oui;Non;Oui;Non;Oui
BENTLEY;263;S2;;01/01/1962;31/12/1965;Berline;UK264;Oui;Oui;Non;Non;Oui
BENTLEY;264;S3;;01/01/1962;31/12/1965;Berline;UK264;Oui;Oui;Non;Non;Oui
BENTLEY;265;BENTLEY  MULSANNE;;01/10/1980;01/09/1992;Berline;BEN10;Oui;Non;Oui;Non;Oui
BENTLEY;266;BENTLEY  ARNAGE;;01/01/1998;31/12/2009;Berline;BEN15;Oui;Non;Oui;Non;Oui
BMW;267;BMW série 100 5 portes;E87;01/09/2004;01/02/2007;Berline;BM10;Oui;Oui;Oui;Non;Oui
BMW;268;BMW série 100 5 portes;E87  LCI;01/03/2007;01/06/2011;Berline;BM10;Oui;Oui;Oui;Non;Oui
BMW;269;BMW série 100 3 portes;E81;01/01/2007;01/12/2011;Berline;BM11;Oui;Oui;Oui;Non;Oui
BMW;270;BMW série 100 3 portes;E82;01/10/2007;01/10/2013;Coupé;BM12;Oui;Oui;Oui;Non;Oui
BMW;271;BMW série 100 3 portes;E82 M;01/02/2011;01/06/2012;M  Coupé;BM12;Oui;Oui;Oui;Non;Oui
BMW;272;BMW série 100;E88;30/03/2008;01/10/2013;Cabriolet;BM15;Oui;Non;Oui;Non;Non
BMW;273;BMW série 1 F20  5 portes;F20;01/07/2011;01/02/2015;Berline;BM20;Oui;Oui;Oui;Non;Oui
BMW;274;BMW série 1 F20  5 portes;F20  LCI;01/03/2015;01/09/2019;Berline;BM20;Oui;Oui;Oui;Non;Oui
BMW;275;BMW série 1 F21  3 portes;F21;01/07/2012;01/02/2015;Berline;BM20;Oui;Oui;Oui;Non;Oui
BMW;276;BMW série 1 F21  3 portes;F21  LCI;01/03/2015;01/09/2019;Berline;BM20;Oui;Oui;Oui;Non;Oui
BMW;277;BMW série 1 F40;F40;01/09/2019;à ce jour;Berline;BM21;Oui;Oui;Oui;Non;Oui
BMW;278;BMW 2 F23;F23;01/11/2014;01/06/2017;Cabriolet;BM22;Oui;Non;Oui;Non;Non
BMW;279;BMW 2 F23   ;F23  LCI;01/06/2017;à ce jour;Cabriolet;BM22;Oui;Non;Oui;Non;Non
BMW;280;BMW 2 F22;F22;01/09/2013;01/06/2017;Coupé;BM23;Oui;Non;Oui;Non;Oui
BMW;281;BMW 2 F22   ;F22   LCI;01/06/2017;à ce jour;Coupé;BM23;Oui;Non;Oui;Non;Oui
BMW;282;BMW 2 F45  (active tourer);F45;01/09/2014;01/02/2018;Berline;BM24;Oui;Oui;Oui;Non;Oui
BMW;283;BMW 2 F45  (active tourer);F45  LCI;01/03/2018;à ce jour;Berline;BM24;Oui;Oui;Oui;Non;Oui
BMW;284;BMW 2 F46  (Gran tourer);F46;01/03/2015;01/02/2018;Monovolume;BM26;Oui;Oui;Oui;Oui;Oui
BMW;285;BMW 2 F46  (Gran tourer);F46  LCI;01/03/2018;à ce jour;Monovolume;BM26;Oui;Oui;Oui;Oui;Oui
BMW;286;BMW 3 E30;E30;01/09/1982;01/12/1991;Berline;BM25;Oui;Oui;Oui;Non;Oui
BMW;287;BMW 3 E30  ( motorisation M3 );E30;01/09/1982;01/12/1991;M3;BM25;Oui;Oui;Oui;Non;Oui
BMW;288;BMW 3 E30;E30;01/02/1988;01/09/1993;Break;BM30;Oui;Oui;Oui;Non;Oui
BMW;289;BMW 3 E30 cabriolet;E30;01/02/1986;01/04/1993;Cabriolet;BM35;Oui;Oui;Oui;Non;Oui
BMW;290;BMW 3 E36  avec accoudoir central;E36;01/12/1990;01/10/1998;Berline;BM40;Oui;Oui;Oui;Non;Oui
BMW;291;BMW 3 E36  sans accoudoir central;E36;01/12/1990;01/10/1998;Berline;BM45;Oui;Oui;Oui;Non;Oui
BMW;292;BMW 3 E36  avec accoudoir central;E36;01/09/1991;01/02/2000;coupe;BM40;Oui;Oui;Oui;Non;Oui
BMW;293;BMW 3 E36  sans accoudoir central;E36;01/09/1991;01/02/2000;coupe;BM45;Oui;Oui;Oui;Non;Oui
BMW;294;BMW 3 E36  avec accoudoir central;E36;01/02/1994;01/04/2001;compact;BM40;Oui;Oui;Oui;Non;Oui
BMW;295;BMW 3 E36  sans accoudoir central;E36;01/02/1994;01/04/2001;compact;BM45;Oui;Oui;Oui;Non;Oui
BMW;296;BMW 3 E36  avec accoudoir central;E36;01/09/1991;01/02/2000;M3;BM40;Oui;Oui;Oui;Non;Oui
BMW;297;BMW 3 E36  sans accoudoir central;E36;01/09/1991;01/02/2000;M3;BM45;Oui;Oui;Oui;Non;Oui
BMW;298;BMW 3 E36  avec accoudoir central;E36;01/01/1995;01/09/1999;Break;BM50;Oui;Oui;Oui;Non;Oui
BMW;299;BMW 3 E36  sans accoudoir central;E36;01/01/1995;01/09/1999;Break;BM55;Oui;Oui;Oui;Non;Oui
BMW;300;BMW 3 E36 cabriolet;E36;01/03/1993;01/02/2000;Cabriolet;BM60;Oui;Non;Oui;Non;Oui
BMW;301;BMW 3 E46  avec accoudoir central;E46;01/03/1998;01/02/2005;Berline;BM65;Oui;Oui;Oui;Non;Oui
BMW;302;BMW 3 E46  (bez podlokietnika)     ;E46;01/03/1998;01/02/2005;Berline;BM69;Oui;Oui;Oui;Non;Oui
BMW;303;BMW 3 E46  sans accoudoir central;E46;01/03/1998;01/02/2005;Berline;BM70;Oui;Oui;Oui;Non;Oui
BMW;304;BMW 3 E46  avec accoudoir central;E46;01/04/2000;01/05/2006;M3;BM65;Oui;Oui;Oui;Non;Oui
BMW;305;BMW 3 E46  sans accoudoir central;E46;01/04/2000;01/05/2006;M3;BM70;Oui;Oui;Oui;Non;Oui
BMW;306;BMW 3 E46  avec accoudoir central;E46;01/03/1999;01/05/2006;Coupé;BM71;Oui;Oui;Oui;Non;Oui
BMW;307;BMW 3 E46  sans accoudoir central;E46;01/03/1999;01/05/2006;Coupé;BM72;Oui;Oui;Oui;Non;Oui
BMW;308;BMW 3 E46  avec accoudoir central;E46;01/05/2001;01/12/2004;Compact;BM73;Oui;Oui;Oui;Non;Oui
BMW;309;BMW 3 E46  sans accoudoir central;E46;01/05/2001;01/12/2004;Compact;BM74;Oui;Oui;Oui;Non;Oui
BMW;310;BMW 3 E46  avec accoudoir central;E46;01/07/1999;01/08/2005;Break;BM75;Oui;Oui;Oui;Non;Oui
BMW;311;BMW 3 E46  sans accoudoir central;E46;01/07/1999;01/08/2005;Break;BM80;Oui;Oui;Oui;Non;Oui
BMW;312;BMW 3 E46 Cabriolet;E46;01/04/2000;01/08/2006;Cabriolet;BM85;Oui;Non;Oui;Non;Oui
BMW;313;BMW 3 E90 avec accoudoir central;E90;01/03/2005;01/09/2008;Berline;BM90;Oui;Oui;Oui;Non;Oui
BMW;314;BMW 3 E90 sans accoudoir central;E90;01/03/2005;01/09/2008;Berline;BM95;Oui;Oui;Oui;Non;Oui
BMW;315;BMW 3 E90 avec accoudoir central;E90;01/03/2005;01/09/2008;M3;BM90;Oui;Oui;Oui;Non;Oui
BMW;316;BMW 3 E90 sans accoudoir central;E90;01/03/2005;01/09/2008;M3;BM95;Oui;Oui;Oui;Non;Oui
BMW;317;BMW 3 E90 avec accoudoir central;E90 LCI;01/07/2007;01/10/2013;Berline;BM90;Oui;Oui;Oui;Non;Oui
BMW;318;BMW 3 E90 sans accoudoir central;E90 LCI;01/07/2007;01/10/2013;Berline;BM95;Oui;Oui;Oui;Non;Oui
BMW;319;BMW 3 E90 avec accoudoir central;E90 LCI;01/07/2007;01/10/2013;M3;BM90;Oui;Oui;Oui;Non;Oui
BMW;320;BMW 3 E90 sans accoudoir central;E90 LCI;01/07/2007;01/10/2013;M3;BM95;Oui;Oui;Oui;Non;Oui
BMW;321;BMW 3 E91 avec accoudoir central;E91;01/03/2005;01/08/2008;Break;BM100;Oui;Oui;Oui;Non;Oui
BMW;322;BMW 3 E91 avec accoudoir central;E91;01/03/2005;01/08/2008;Break;BM100;Oui;Oui;Oui;Non;Oui
BMW;323;BMW 3 E91 avec accoudoir central;E91LCI;01/03/2008;01/05/2012;Break;BM100;Oui;Oui;Oui;Non;Oui
BMW;324;BMW 3 E91 sans accoudoir central;E91LCI;01/03/2008;01/05/2012;Break;BM105;Oui;Oui;Oui;Non;Oui
BMW;325;BMW 3 E92;E92;01/06/2006;01/02/2010;Coupé;BM110;Oui;Non;Oui;Non;Oui
BMW;326;BMW 3 E92;E92;01/06/2006;01/02/2010;M3-Coupé;BM110;Oui;Non;Oui;Non;Oui
BMW;327;BMW 3 E92;E92KCI;01/11/2008;01/06/2013;Coupé;BM110;Oui;Non;Oui;Non;Oui
BMW;328;BMW 3 E92;E92LCI;01/11/2008;01/06/2013;M3-Coupé;BM110;Oui;Non;Oui;Non;Oui
BMW;329;BMW 3 E93;E93;01/01/2007;01/02/2010;Cabriolet;BM115;Oui;Non;Oui;Non;Oui
BMW;330;BMW 3 E93;E93;01/01/2007;01/02/2010;M3-Cabriolet;BM115;Oui;Non;Oui;Non;Oui
BMW;331;BMW 3 E93;E93LCI;01/11/2008;01/10/2013;Cabriolet;BM115;Oui;Non;Oui;Non;Oui
BMW;332;BMW 3 E93;E93LCI;01/11/2008;01/10/2013;M3-Cabriolet;BM115;Oui;Non;Oui;Non;Oui
BMW;333;BMW 3 F30;F30;01/11/2011;01/08/2015;Berline;BM120;Oui;Oui;Oui;Non;Oui
BMW;334;BMW 3 F30;F30LCI;01/09/2015;01/10/2018;Berline;BM120;Oui;Oui;Oui;Non;Oui
BMW;335;BMW 3 F31;F31;01/07/2012;01/08/2015;Break;BM125;Oui;Oui;Oui;Non;Oui
BMW;336;BMW 3 F31;F31LCI;01/09/2015;01/06/2019;Break;BM125;Oui;Oui;Oui;Non;Oui
BMW;337;BMW 3 GT  F34;F34;01/03/2013;01/05/2016;Berline;BM130;Oui;Oui;Oui;Non;Oui
BMW;338;BMW 3 GT  F34;F34LCI;01/06/2016;01/06/2020;Berline;BM130;Oui;Oui;Oui;Non;Oui
BMW;339;BMW serie3  G20;G20;01/11/2018;à ce jour;Berline;BM131;Oui;Non;Oui;Non;Oui
BMW;340;BMW serie3  G21;G21;01/07/2019;à ce jour;Berline;BM131;Oui;Non;Oui;Non;NON
BMW;341;BMW 4 F32 passage de pont 14CM central;F32;01/07/2013;01/02/2017;Coupé;BM132;Oui;Oui;Oui;Non;Oui
BMW;342;BMW 4 F32 passage de pont 12CM central;F32;01/07/2013;01/02/2017;Coupé;BM136;Oui;Oui;Oui;Non;Oui
BMW;343;BMW 4 F32 passage de pont 14CM central;F32 LCI;01/03/2017;01/08/2020;Coupé;BM132;Oui;Oui;Oui;Non;Oui
BMW;344;BMW4  F33;F33;01/09/2013;01/02/2017;Cabriolet;BM133;Oui;Non;Oui;Non;Oui
BMW;345;BMW4  F33;F33 LCI;01/03/2017;01/11/2020;Cabriolet;BM133;Oui;Non;Oui;Non;Oui
BMW;346;BMW S4 Gran Coupé;F36;01/03/2014;01/02/2017;Berline;BM134;Oui;Oui;Oui;Non;Oui
BMW;347;BMW S4 Gran Coupé;F36 LCI;01/03/2017;01/07/2020;Berline;BM134;Oui;Oui;Oui;Non;Oui
BMW;348;BMW 5 E28;E28;01/04/1981;01/08/1988;Berline;BM135;Oui;Oui;Oui;Non;Non
BMW;349;BMW  M5  E28;E28;01/10/1984;01/08/1988;M5;BM135;Oui;Oui;Oui;Non;Non
BMW;350;BMW 5 E34;E34;01/01/1988;01/09/1995;Berline;BM140;Oui;Oui;Oui;Non;Oui
BMW;351;BMW  M5 E34;E34;01/07/1988;01/09/1995;M5;BM140;Oui;Oui;Oui;Non;Oui
BMW;352;BMW 5 E34;E34;01/10/1991;01/12/1996;Break;BM145;Oui;Oui;Oui;Non;Oui
BMW;353;BMW M5 E34;E34;01/10/1991;01/12/1996;M5 Break;BM145;Oui;Oui;Oui;Non;Oui
BMW;354;BMW 5 E39;E39;01/09/1995;01/04/2003;Berline;BM150;Oui;Oui;Oui;Non;Oui
BMW;355;BMW M5 E39;E39;01/07/1999;01/06/2003;M5;BM150;Oui;Oui;Oui;Non;Oui
BMW;356;BMW 5 E39;E39;01/06/1996;01/04/2004;Break;BM155;Oui;Oui;Oui;Non;Oui
BMW;357;BMW 5 E60;E60;01/05/2003;01/12/2006;Berline;BM160;Oui;Oui;Oui;Non;Oui
BMW;358;BMW 5 E60;E60 LCI;01/01/2007;01/09/2010;Berline;BM160;Oui;Oui;Oui;Non;Oui
BMW;359;BMW M5 E60;E60;01/12/2004;01/03/2007;M5;BM160;Oui;Oui;Oui;Non;Oui
BMW;360;BMW 5 E60;E60;01/09/2003;01/02/2010;SUV;BM165;Oui;Oui;Oui;Non;Oui
BMW;361;BMW 5 E61;E61;01/05/2004;01/12/2006;Break;BM170;Oui;Oui;Oui;Non;Oui
BMW;362;BMW 5 E61;E61 LCI;01/01/2007;01/09/2010;Break;BM170;Oui;Oui;Oui;Non;Oui
BMW;363;BMW M5 E61;E61LCI;01/01/2007;01/09/2011;M5 Break;BM170;Oui;Oui;Oui;Non;Oui
BMW;364;BMW 5 E61;E61;01/09/2003;01/02/2010;Break 4X4;BM175;Oui;Oui;Oui;Non;Oui
BMW;365;BMW 5 F10;F10;18/01/2009;01/12/2013;Berline;BM180;Oui;Oui;Oui;Non;Oui
BMW;366;BMW M5 F10;F10;18/09/2011;01/10/2016;M5;BM180;Oui;Oui;Oui;Non;Oui
BMW;367;BMW 5 F10;F10 LCI;18/08/2012;01/01/2017;Berline;BM181;Oui;Oui;Oui;Non;Oui
BMW;368;BMW 5 F11;F11;01/07/2010;01/06/2013;Break;BM185;Oui;Oui;Oui;Non;Oui
BMW;369;BMW 5 F11;F11 LCI;18/08/2012;01/05/2017;Break;BM186;Oui;Oui;Oui;Non;Oui
BMW;370;BMW 5 G30;G30;01/02/2017;01/06/2020;Berline;BM187;Oui;Oui;Oui;Non;Oui
BMW;371;BMW 5 G30;G30;01/06/2020;à ce jour;Berline;BM187;Oui;Oui;Oui;Non;Oui
BMW;372;BMW 5 G31;G31;01/06/2017;01/06/2020;Break;BM188;Oui;Oui;Oui;Non;Oui
BMW;373;BMW 5 G31;G31;01/06/2020;à ce jour;Break;BM188;Oui;Oui;Oui;Non;Oui
BMW;374;BMW GT5;F07;01/10/2009;01/06/2013;Berline;BM190;Oui;Oui;Oui;Non;Oui
BMW;375;BMW GT5;F07LCI;01/08/2012;à ce jour;Berline;BM190;Oui;Oui;Oui;Non;Oui
BMW;376;BMW 6 E24;E24;01/01/1976;01/04/1989;Coupé;BM195;Oui;Non;Oui;Non;Oui
BMW;377;BMW 6 E63;E63;01/09/2003;01/08/2007;Coupé;BM200;Oui;Non;Oui;Non;Oui
BMW;378;BMW 6 E63;E63 LCI;01/09/2007;01/03/2011;Coupé;BM205;Oui;Non;Oui;Non;Oui
BMW;379;BMW  M6 E63  ;E63;01/03/2005;01/07/2010;M6 COUPE;BM205;Oui;Non;Oui;Non;Oui
BMW;380;BMW 6 E64;E64;01/03/2004;01/08/2007;Cabriolet;BM210;Oui;Non;Oui;Non;Non
BMW;381;BMW 6 E64;E64 LCI;01/09/2007;01/03/2011;Cabriolet;BM210;Oui;Non;Oui;Non;Non
BMW;382;BMW M6 E64;E64;01/09/2006;01/07/2010;M6 Cabriolet;BM210;Oui;Non;Oui;Non;Non
BMW;383;BMW M6 F12;F12;01/03/2012;01/02/2015;M6 Cabriolet;BM215;Oui;Non;Oui;Non;Oui
BMW;384;BMW M6 F12;F12 ML;01/03/2015;à ce jour;M6 Cabriolet;BM215;Oui;Non;Oui;Non;Oui
BMW;385;BMW 6 F12;F12;01/02/2011;01/04/2015;Cabriolet;BM215;Oui;Non;Oui;Non;Oui
BMW;386;BMW 6 F12;F12 LCI;01/03/2015;à ce jour;Cabriolet;BM215;Oui;Non;Oui;Non;Oui
BMW;387;BMW M6 F13;F13;01/03/2012;01/02/2015;M6 COUPE;BM215;Oui;Non;Oui;Non;Oui
BMW;388;BMW M6 F13;F13 ML;01/03/2015;à ce jour;M6 COUPE;BM215;Oui;Non;Oui;Non;Oui
BMW;389;BMW 6 F13;F13;01/09/2011;01/02/2015;Coupé;BM215;Oui;Non;Oui;Non;Oui
BMW;390;BMW 6 F13;F13 LCI;01/03/2015;à ce jour;Coupé;BM215;Oui;Non;Oui;Non;Oui
BMW;391;BMW 6 GRAN Coupé F06;F06;01/03/2012;01/02/2015;Coupé;BM220;Oui;Non;Oui;Non;Oui
BMW;392;BMW 6 GRAN Coupé F06;F06 LCI;01/03/2015;à ce jour;Coupé;BM220;Oui;Non;Oui;Non;Oui
BMW;393;BMW M6 GRAN Coupé F06;F06;01/12/2012;01/02/2015;M6 Coupé;BM220;Oui;Non;Oui;Non;Oui
BMW;394;BMW M6 GRAN Coupé F06;F06 ML;01/03/2015;à ce jour;M6 Coupé;BM220;Oui;Non;Oui;Non;Oui
BMW;395;BMW GT 6;G32;01/11/2017;à ce jour;Berline;BM220;Oui;Non;Oui;Non;Oui
BMW;396;BMW 7 E32;E32;01/09/1986;01/05/1994;Berline;BM225;Oui;Oui;Oui;Non;Non
BMW;397;BMW 7 E38;E38;01/06/1994;01/08/2001;Berline;BM230;Oui;Oui;Oui;Non;Oui
BMW;398;BMW 7 E65;E65;01/09/2001;01/10/2008;Berline;BM235;Oui;Oui;Oui;Non;Oui
BMW;399;BMW 7 ;F01;01/11/2008;01/06/2012;Berline;BM236;Oui;Non;Oui;Non;Oui
BMW;400;BMW 7 ;F01 LCI;01/07/2012;01/08/2015;Berline;BM236;Oui;Non;Oui;Non;Oui
BMW;401;BMW 7 ActiveHybrid;F04;01/03/2010;01/06/2012;Berline;BM236;Oui;Non;Oui;Non;Oui
BMW;402;BMW 7      phase 1;G11;01/09/2015;à ce jour;Berline;BM237;Oui;Non;Oui;Non;Oui
BMW;403;BMW 7      phase 2;G11/G12LCI;01/03/2019;à ce jour;Berline;BM237;Oui;Non;Oui;Non;Oui
BMW;404;BMW 8 E31;E31;01/07/1989;01/12/2000;coupe 2+2;BM240;Oui;Non;Oui;Non;Oui
BMW;405;BMW S8 CAB;G14;01/06/2018;à ce jour;CABRIOLET;BM305;Oui;Non;Oui;Non;Oui
BMW;406;BMW S8 ;G15;01/06/2018;à ce jour;COUPE;BM310;Oui;Non;Oui;Non;Oui
BMW;407;BMW i3 électrique;i01;01/09/2013;à ce jour;CITADINE;BM242;Oui;Oui;Non;Non;Oui
BMW;408;BMW i3 S électrique;i01 LCI;01/09/2017;à ce jour;CITADINE SPORT;BM242;Oui;Oui;Non;Non;Oui
BMW;409;BMW X1 E84;E84;01/10/2009;01/06/2015;4X4;BM245;Oui;Oui;Oui;Non;Oui
BMW;410;BMW X1 F48;F48;01/09/2015;01/06/2019;4X4;BM246;Oui;Oui;Oui;Non;Oui
BMW;411;BMW X1 F48;F48 LCI;01/07/2019;à ce jour;4X4;BM246;Oui;Oui;Oui;Non;Oui
BMW;412;BMW X2 F39;F39;01/10/2017;à ce jour;4X4;BM247;Oui;Non;Oui;Non;Oui
BMW;413;BMW X3 E83;E83;01/11/2004;01/07/2006;4X4;BM250;Oui;Oui;Oui;Non;Oui
BMW;414;BMW X3 E83;E83 LCI;01/08/2006;01/09/2010;4X4;BM250;Oui;Oui;Oui;Non;Oui
BMW;415;BMW X3 F25;F25;01/09/2010;01/08/2017;4X4;BM255;Oui;Oui;Oui;Non;Oui
BMW;416;BMW X3 G01;G01;01/09/2017;à ce jour;4X4;BM256;Oui;Non;Oui;Non;Oui
BMW;417;BMW X3M  -  X3M   COMPETITION;F97;01/03/2019;à ce jour;4X4;BM256;Oui;Non;Oui;Non;Oui
BMW;418;BMW X4 F26;F26;01/04/2014;01/03/2018;4X4;BM258;Oui;Oui;Oui;Non;Oui
BMW;419;BMW X4   G02    2éme génération;G02;01/04/2018;à ce jour;4X4;BM259;Oui;Non;Oui;Non;Oui
BMW;420;BMW X4M  -  X4M   COMPETITION    ;F98;01/03/2019;à ce jour;4X4;BM259;Oui;Non;Oui;Non;Oui
BMW;421;BMW X5 E53;E53;01/01/2000;01/11/2006;4X4;BM260;Oui;Oui;Oui;Non;Oui
BMW;422;BMW X5  - 5 Places E70;E70;01/12/2006;01/03/2010;4X4;BM265;Oui;Oui;Oui;Non;Oui
